,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
52,,,12693258,[],CHEMBL2343943,Inhibition of ASK1 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F,,,CHEMBL2331117,J Med Chem,2013.0,,CHEMBL2333365,,CHEMBL2333365,,0,http://www.openphacts.org/units/Nanomolar,1867358,>,1,1,>,,IC50,nM,,10000.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,10000.0
53,,,12728080,[],CHEMBL2351295,Inhibition of N-terminal FLAG-tagged full length FAK (unknown origin) expressed in baculovirus expression system incubated for 5 mins prior to ATP addition measured after 60 mins by Alphascreen assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(NCCO)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,,,CHEMBL2346616,Bioorg Med Chem,2013.0,,CHEMBL2348417,,CHEMBL2348417,,0,http://www.openphacts.org/units/Nanomolar,1876439,>,1,1,>,,IC50,nM,,10000.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,10000.0
55,,,12732103,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NC(=S)S/C1=C\c1cccnc1,,,CHEMBL2346522,Eur J Med Chem,2013.0,,CHEMBL274480,,CHEMBL274480,,0,http://www.openphacts.org/units/Nanomolar,1876930,>,1,1,>,,IC50,nM,,33000.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,33.0
56,,,12732104,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NC(=S)S/C1=C\c1cccc(Br)c1,,,CHEMBL2346522,Eur J Med Chem,2013.0,,CHEMBL2348829,,CHEMBL2348829,,0,http://www.openphacts.org/units/Nanomolar,1876929,>,1,1,>,,IC50,nM,,33000.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,33.0
57,,,12732105,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1ccc(/C=C2\SC(=S)N(c3ccc(O)c(C(=O)O)c3)C2=O)cc1,,,CHEMBL2346522,Eur J Med Chem,2013.0,,CHEMBL2348828,,CHEMBL2348828,,0,http://www.openphacts.org/units/Nanomolar,1876928,>,1,1,>,,IC50,nM,,33000.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,33.0
58,,,12732106,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)C(Cc1ccccc1)N1C(=O)/C(=C/c2ccncc2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,,CHEMBL2348827,,CHEMBL2348827,,0,http://www.openphacts.org/units/Nanomolar,1876927,>,1,1,>,,IC50,nM,,33000.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,33.0
59,,,12732107,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1ccc(N2C(=O)/C(=C/c3cccnc3)SC2=S)cc1,,,CHEMBL2346522,Eur J Med Chem,2013.0,,CHEMBL2348826,,CHEMBL2348826,,0,http://www.openphacts.org/units/Nanomolar,1876926,>,1,1,>,,IC50,nM,,33000.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,33.0
60,,,12732108,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1/C(=C/c2ccco2)SC(=S)N1c1cccnc1,,,CHEMBL2346522,Eur J Med Chem,2013.0,,CHEMBL1609550,,CHEMBL1609550,,0,http://www.openphacts.org/units/Nanomolar,1876925,>,1,1,>,,IC50,nM,,33000.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,33.0
61,,,12732109,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CCCCCN1C(=O)/C(=C/c2ccc(-c3cccc(C(F)(F)F)c3)o2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '13.42', 'le': '0.28', 'lle': '0.49', 'sei': '8.91'}",CHEMBL2349219,,CHEMBL2349219,6.30,0,http://www.openphacts.org/units/Nanomolar,1877368,=,1,1,=,,IC50,nM,,500.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,0.5
62,,,12732110,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CN1C(=O)/C(=C/c2ccncc2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,,CHEMBL2348825,,CHEMBL2348825,,0,http://www.openphacts.org/units/Nanomolar,1876924,>,1,1,>,,IC50,nM,,33000.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,33.0
63,,,12732111,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCCC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '13.28', 'le': '0.27', 'lle': '1.43', 'sei': '5.04'}",CHEMBL2349218,,CHEMBL2349218,5.75,0,http://www.openphacts.org/units/Nanomolar,1877367,=,1,1,=,,IC50,nM,,1800.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,1.8
64,,,12732112,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CCN1C(=O)/C(=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '15.30', 'le': '0.31', 'lle': '2.66', 'sei': '5.43'}",CHEMBL2349217,,CHEMBL2349217,6.19,0,http://www.openphacts.org/units/Nanomolar,1877366,=,1,1,=,,IC50,nM,,650.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,0.65
65,,,12732113,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NC(=S)S/C1=C\c1ccc(-c2ccccc2[N+](=O)[O-])o1,,,CHEMBL2346522,Eur J Med Chem,2013.0,,CHEMBL1916996,,CHEMBL1916996,,0,http://www.openphacts.org/units/Nanomolar,1877365,>,1,1,>,,IC50,nM,,33000.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,33.0
66,,,12732114,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1ccc(-c2ccc(/C=C3\SC(=S)N(C(CC(=O)O)C(=O)O)C3=O)o2)cc1,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '13.31', 'le': '0.27', 'lle': '2.10', 'sei': '5.32'}",CHEMBL2349216,,CHEMBL2349216,5.75,0,http://www.openphacts.org/units/Nanomolar,1877364,=,1,1,=,,IC50,nM,,1800.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,1.8
67,,,12732115,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1ccc(-c2ccc(/C=C3\SC(=S)N(C(CC(=O)O)C(C)=O)C3=O)o2)cc1,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '12.88', 'le': '0.26', 'lle': '2.34', 'sei': '5.34'}",CHEMBL2349215,,CHEMBL2349215,6.10,0,http://www.openphacts.org/units/Nanomolar,1877363,=,1,1,=,,IC50,nM,,800.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,0.8
68,,,12732116,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(/C=C3\SC(=S)N(CC(C)=O)C3=O)o2)cc1,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '15.00', 'le': '0.31', 'lle': '1.85', 'sei': '9.38'}",CHEMBL2349214,,CHEMBL2349214,5.60,0,http://www.openphacts.org/units/Nanomolar,1877362,=,1,1,=,,IC50,nM,,2500.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,2.5
69,,,12732117,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)CCCN1C(=O)/C(=C/c2ccc(-c3ccccc3F)o2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,,CHEMBL2349221,,CHEMBL2349221,,0,http://www.openphacts.org/units/Nanomolar,1877370,>,1,1,>,,IC50,nM,,33000.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,33.0
70,,,12732118,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CCCN1C(=O)/C(=C/c2ccc(-c3ccccc3F)o2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '14.11', 'le': '0.29', 'lle': '1.37', 'sei': '7.81'}",CHEMBL2349213,,CHEMBL2349213,5.52,0,http://www.openphacts.org/units/Nanomolar,1877361,=,1,1,=,,IC50,nM,,3000.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,3.0
71,,,12732119,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CCN1C(=O)/C(=C/c2ccc(-c3ccccc3F)o2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '17.28', 'le': '0.36', 'lle': '2.76', 'sei': '9.22'}",CHEMBL2349212,,CHEMBL2349212,6.52,0,http://www.openphacts.org/units/Nanomolar,1877360,=,1,1,=,,IC50,nM,,300.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,0.3
72,,,12732120,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CN1C(=O)/C(=C/c2ccc(-c3ccccc3F)o2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '15.20', 'le': '0.31', 'lle': '2.15', 'sei': '7.81'}",CHEMBL2349211,,CHEMBL2349211,5.52,0,http://www.openphacts.org/units/Nanomolar,1877359,=,1,1,=,,IC50,nM,,3000.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,3.0
73,,,12732121,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1/C(=C/c2ccc(-c3ccc(Br)cc3)o2)SC(=S)N1c1cccc(O)c1,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '12.43', 'le': '0.29', 'lle': '-0.12', 'sei': '10.62'}",CHEMBL2349210,,CHEMBL2349210,5.70,0,http://www.openphacts.org/units/Nanomolar,1877358,=,1,1,=,,IC50,nM,,2000.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,2.0
74,,,12732122,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CN1C(=O)/C(=C/c2ccco2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,,CHEMBL2348824,,CHEMBL2348824,,0,http://www.openphacts.org/units/Nanomolar,1876923,>,1,1,>,,IC50,nM,,33000.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,33.0
75,,,12732123,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3ccc(Br)cc3)o2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '11.51', 'le': '0.27', 'lle': '1.71', 'sei': '5.14'}",CHEMBL2349209,,CHEMBL2349209,5.55,0,http://www.openphacts.org/units/Nanomolar,1877357,=,1,1,=,,IC50,nM,,2800.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,2.8
76,,,12732124,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCCC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3ccc(Br)cc3)o2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '13.51', 'le': '0.32', 'lle': '1.14', 'sei': '8.91'}",CHEMBL2349208,,CHEMBL2349208,6.30,0,http://www.openphacts.org/units/Nanomolar,1877356,=,1,1,=,,IC50,nM,,500.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,0.5
77,,,12732125,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3ccc(Br)cc3)o2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '13.93', 'le': '0.33', 'lle': '1.53', 'sei': '8.91'}",CHEMBL2349207,,CHEMBL2349207,6.30,0,http://www.openphacts.org/units/Nanomolar,1877355,=,1,1,=,,IC50,nM,,500.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,0.5
78,,,12732126,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CCCCCN1C(=O)/C(=C/c2ccc(-c3ccc(Br)cc3)o2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '13.94', 'le': '0.33', 'lle': '1.14', 'sei': '9.47'}",CHEMBL2349206,,CHEMBL2349206,6.70,0,http://www.openphacts.org/units/Nanomolar,1877354,=,1,1,=,,IC50,nM,,200.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,0.2
79,,,12732127,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)CCCN1C(=O)/C(=C/c2ccc(-c3ccc(Br)cc3)o2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,,CHEMBL2349220,,CHEMBL2349220,,0,http://www.openphacts.org/units/Nanomolar,1877369,>,1,1,>,,IC50,nM,,33000.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,33.0
80,,,12732128,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CCCN1C(=O)/C(=C/c2ccc(-c3ccc(Br)cc3)o2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '14.81', 'le': '0.35', 'lle': '1.92', 'sei': '9.47'}",CHEMBL2349205,,CHEMBL2349205,6.70,0,http://www.openphacts.org/units/Nanomolar,1877353,=,1,1,=,,IC50,nM,,200.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,0.2
81,,,12732129,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1/C(=C/c2ccc(-c3ccc(Cl)c(Cl)c3)o2)SC(=S)N1c1ccc(F)cc1,,,CHEMBL2346522,Eur J Med Chem,2013.0,,CHEMBL2349204,,CHEMBL2349204,,0,http://www.openphacts.org/units/Nanomolar,1877352,>,1,1,>,,IC50,nM,,33000.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,33.0
82,,,12732130,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CSCCC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3ccc(Cl)c(Cl)c3)o2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '12.54', 'le': '0.29', 'lle': '0.46', 'sei': '8.66'}",CHEMBL2349203,,CHEMBL2349203,6.12,0,http://www.openphacts.org/units/Nanomolar,1877351,=,1,1,=,,IC50,nM,,750.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,0.75
83,,,12732131,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCCC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3ccc(Cl)c(Cl)c3)o2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '11.85', 'le': '0.26', 'lle': '-0.30', 'sei': '7.65'}",CHEMBL2349202,,CHEMBL2349202,5.41,0,http://www.openphacts.org/units/Nanomolar,1877350,=,1,1,=,,IC50,nM,,3900.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,3.9
84,,,12732132,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3c(Cl)cccc3Cl)o2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '12.70', 'le': '0.28', 'lle': '1.62', 'sei': '5.55'}",CHEMBL2349201,,CHEMBL2349201,6.00,0,http://www.openphacts.org/units/Nanomolar,1877349,=,1,1,=,,IC50,nM,,1000.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,1.0
85,,,12732133,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CCCN1C(=O)/C(=C/c2ccc(-c3c(Cl)cccc3Cl)o2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '14.24', 'le': '0.32', 'lle': '0.98', 'sei': '8.91'}",CHEMBL2348839,,CHEMBL2348839,6.30,0,http://www.openphacts.org/units/Nanomolar,1876941,=,1,1,=,,IC50,nM,,500.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,0.5
86,,,12732134,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3ccc(Cl)c(Cl)c3)o2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '14.45', 'le': '0.32', 'lle': '1.26', 'sei': '8.74'}",CHEMBL2346710,,CHEMBL2346710,6.19,0,http://www.openphacts.org/units/Nanomolar,1874369,=,1,1,=,,IC50,nM,,650.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,0.65
87,,,12732135,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3cc(Cl)ccc3Cl)o2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '14.24', 'le': '0.32', 'lle': '0.98', 'sei': '8.91'}",CHEMBL2348838,,CHEMBL2348838,6.30,0,http://www.openphacts.org/units/Nanomolar,1876940,=,1,1,=,,IC50,nM,,500.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,0.5
88,,,12732136,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CCCN1C(=O)/C(=C/c2ccc(-c3cc(Cl)ccc3Cl)o2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '14.59', 'le': '0.33', 'lle': '1.14', 'sei': '9.12'}",CHEMBL2348837,,CHEMBL2348837,6.46,0,http://www.openphacts.org/units/Nanomolar,1876939,=,1,1,=,,IC50,nM,,350.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,0.35
89,,,12732137,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3cccc(Cl)c3)o2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '15.02', 'le': '0.32', 'lle': '1.46', 'sei': '8.66'}",CHEMBL2348836,,CHEMBL2348836,6.12,0,http://www.openphacts.org/units/Nanomolar,1876938,=,1,1,=,,IC50,nM,,750.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,0.75
90,,,12732138,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CCCN1C(=O)/C(=C/c2ccc(-c3cccc(Cl)c3)o2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '15.83', 'le': '0.34', 'lle': '1.79', 'sei': '9.12'}",CHEMBL1688850,,CHEMBL1688850,6.46,0,http://www.openphacts.org/units/Nanomolar,1876937,=,1,1,=,,IC50,nM,,350.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,0.35
91,,,12732139,[],CHEMBL2352238,Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CCN1C(=O)/C(=C/c2ccc(-c3cccc(Cl)c3)o2)SC1=S,,,CHEMBL2346522,Eur J Med Chem,2013.0,"{'bei': '15.23', 'le': '0.33', 'lle': '1.72', 'sei': '8.48'}",CHEMBL2348835,,CHEMBL2348835,6.00,0,http://www.openphacts.org/units/Nanomolar,1876936,=,1,1,=,,IC50,nM,,1000.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,1.0
